"level";"id";"parent_id";"object_id";"object_type";"object_key";"query_status";"query_time";"query_type";"name";"message"
"1";"129";"1";"286856161977529_895469424449530";"data";"data.*";"fetched (200)";"2022-03-17 15:02:19.521627";"Facebook:/<page-id>/posts";"";"Are you looking to kick start your career in Mobile development? Africa Data School offers you an intensive training in Mobile Development. Join us today and create with our team. February intakes Ongoing. www.africadataschool.com"
"1";"130";"1";"286856161977529_895426881120451";"data";"data.*";"fetched (200)";"2022-03-17 15:02:19.521627";"Facebook:/<page-id>/posts";"";"Pandas library."
"1";"131";"1";"AfricaDataSchool";"offcut";"";"fetched (200)";"2022-03-17 15:02:19.521627";"Facebook:/<page-id>/posts";"";""
"1";"132";"1";"286856161977529_894927927837013";"data";"data.*";"fetched (200)";"2022-03-17 15:02:20.112546";"Facebook:/<page-id>/posts";"";"Sampling bias is a bias in which a sample is collected in such a way that some members of the intended population have a lower or higher sampling probability than others. It results in a biased sample of a population in which all individuals, or instances, were not equally likely to have been selected."
"1";"133";"1";"286856161977529_894922284504244";"data";"data.*";"fetched (200)";"2022-03-17 15:02:20.112546";"Facebook:/<page-id>/posts";"";"What is a Hyperparameter? These are adjustable parameters that allow you to control the model training process. A Model performance depends heavily on hyperparameters. To have the best model performance,  you are needed to optimize the parameters known as Hyperparameter tuning."
"1";"134";"1";"286856161977529_894400971223042";"data";"data.*";"fetched (200)";"2022-03-17 15:02:20.112546";"Facebook:/<page-id>/posts";"";"Model Performances While building models is a challenging task all by itself, comparing their performances can be an equally important job. If the performance seems too good to be true, it probably might be. #datascience"
"1";"135";"1";"286856161977529_894392017890604";"data";"data.*";"fetched (200)";"2022-03-17 15:02:20.112546";"Facebook:/<page-id>/posts";"";"Data Science is a process that involves numerous steps that enable us to make sense of the data we have. These several steps can turn raw, unorganized, meaningless data into an organized meaningful data set that tells a story. February Intake is Ongoing"
"1";"136";"1";"286856161977529_894345431228596";"data";"data.*";"fetched (200)";"2022-03-17 15:02:20.112546";"Facebook:/<page-id>/posts";"";"Build a Career in Finance, Healthcare, Data Science, Business, Marketing and More. Learn from all around Africa on our Flexible,  online programs. February Intakes are Ongoing"
"1";"137";"1";"286856161977529_894335101229629";"data";"data.*";"fetched (200)";"2022-03-17 15:02:20.112546";"Facebook:/<page-id>/posts";"";"The Data Science Life cycle. This involves the following steps 1. Business Understanding 2. Data Acquisition and Understanding 3. Modeling 4. Deployment #datascience #machinelearning"
"1";"138";"1";"286856161977529_893910204605452";"data";"data.*";"fetched (200)";"2022-03-17 15:02:20.112546";"Facebook:/<page-id>/posts";"";"Applications of data #machinelearningtools #machinelearningalgorithms #data"
"1";"139";"1";"286856161977529_892677324728740";"data";"data.*";"fetched (200)";"2022-03-17 15:02:20.112546";"Facebook:/<page-id>/posts";"";"Build a Career in Finance, Healthcare, Data Science, Business, Marketing and More. Learn from all around Africa on our Flexible,  online programs. Intakes are Ongoing"
"1";"140";"1";"286856161977529_892651241398015";"data";"data.*";"fetched (200)";"2022-03-17 15:02:20.112546";"Facebook:/<page-id>/posts";"";"Mobile application development is the process of creating software applications that run on a mobile device. It process involves creating installable software bundles that implement backend services. #mobiledevelopment"
"1";"141";"1";"286856161977529_892648898064916";"data";"data.*";"fetched (200)";"2022-03-17 15:02:20.112546";"Facebook:/<page-id>/posts";"";"14 Deadly Myths and Misconceptions About Mobile App Design https://blog.thunderquote.com/2017/03/20/14-deadly-myths-and-misconceptions-about-mobile-app-design/"
"1";"142";"1";"286856161977529_892630738066732";"data";"data.*";"fetched (200)";"2022-03-17 15:02:20.112546";"Facebook:/<page-id>/posts";"";"For getting success in a business with Data Science, predictions must be backed by timely strategic actions https://link.medium.com/EjFfdWFPMmb #data"
"1";"143";"1";"286856161977529_892578658071940";"data";"data.*";"fetched (200)";"2022-03-17 15:02:20.112546";"Facebook:/<page-id>/posts";"";"The Pandas Series. The reason why pandas are the most used library is that when working with tabular data, exploration, cleaning, and processing of your data is the very first and most important steps. These steps ensure that you get to understand the structure of the data. In this case, identifying the missing values, the size of the data frame the type of data. With pandas, you get a general view of the kind of data that you are working with. #pandas #data"
"1";"144";"1";"286856161977529_892300351433104";"data";"data.*";"fetched (200)";"2022-03-17 15:02:20.112546";"Facebook:/<page-id>/posts";"";"Pandas library. Pandas is a package that provides a fast, flexible, and expressive library designed to make working with “relational” or “labeled” data both easy and intuitive. Its goal is to be a fundamental high-level building block for practicing, real-world data analysis in Python. #coding #pandas"
"1";"145";"1";"286856161977529_892188178110988";"data";"data.*";"fetched (200)";"2022-03-17 15:02:20.112546";"Facebook:/<page-id>/posts";"";"Looking for a Data scientist role No need to worry about the requirements. Africa Data School got you covered. Enroll today for the February Cohort. World class training in Data science. Visit www.africadataschool.com to apply"
"1";"146";"1";"286856161977529_892177001445439";"data";"data.*";"fetched (200)";"2022-03-17 15:02:20.112546";"Facebook:/<page-id>/posts";"";"A parameter is the variable listed inside the parentheses in the function definition. An argument is the value that are sent to the function when it is called. #100DaysOfCode #python"
"1";"147";"1";"286856161977529_892161104780362";"data";"data.*";"fetched (200)";"2022-03-17 15:02:20.112546";"Facebook:/<page-id>/posts";"";"Methods used for data science and data analysis. #datascience #dataanalysis #data"
"1";"148";"1";"286856161977529_891754891487650";"data";"data.*";"fetched (200)";"2022-03-17 15:02:20.112546";"Facebook:/<page-id>/posts";"";"Python methods."
"1";"149";"1";"286856161977529_891097211553418";"data";"data.*";"fetched (200)";"2022-03-17 15:02:20.112546";"Facebook:/<page-id>/posts";"";"Machine Learning. The study of computer algorithms that can improve automatically through experience and by the use of data #machinelearning"
"1";"150";"1";"286856161977529_890527741610365";"data";"data.*";"fetched (200)";"2022-03-17 15:02:20.112546";"Facebook:/<page-id>/posts";"";"Database a tool for collecting and organizing information. Databases they store information about people, products, orders, or anything else. Many databases start as a list in a word-processing program or spreadsheet. As the list grows bigger, redundancies and inconsistencies begin to appear in the data.  #databasemanagement #data"
"1";"151";"1";"286856161977529_890514344945038";"data";"data.*";"fetched (200)";"2022-03-17 15:02:20.112546";"Facebook:/<page-id>/posts";"";"Africa Data School is one of the best online platforms that can help you become a Data Scientist. It offers great training on Blockchain, #DataScience, #MachineLearning and #ArtificialIntelligence. February intake is Ongoing. #machinelearning #DataScientists #100DaysOfCode"
"1";"152";"1";"286856161977529_890365548293251";"data";"data.*";"fetched (200)";"2022-03-17 15:02:20.112546";"Facebook:/<page-id>/posts";"";"Data pipelines move data from one source to another so it can be stored, used for analytics, or combined with other data. A data pipeline is an end-to-end process to ingest, process, prepare, transform and enrich structured, unstructured, and semi-structured data in a governed manner. #datascience"
"1";"153";"1";"286856161977529_890003211662818";"data";"data.*";"fetched (200)";"2022-03-17 15:02:20.112546";"Facebook:/<page-id>/posts";"";"Python - Functions. A function is a block of organized, reusable code that is used to perform a single, related action. Functions provide better modularity for your application and a high degree of code reusing. As you already know, Python gives you many built-in functions like print (), etc. but you can also create your own functions. #python3 #100DaysofCode"
"1";"154";"1";"286856161977529_890001388329667";"data";"data.*";"fetched (200)";"2022-03-17 15:02:20.112546";"Facebook:/<page-id>/posts";"";"Python - Loops In general, statements are executed sequentially: The first statement in a function is executed first, followed by the second, and so on. There may be a situation when you need to execute a block of code several number of times. #pythonprogramming"
"1";"155";"1";"286856161977529_889450371718102";"data";"data.*";"fetched (200)";"2022-03-17 15:02:20.112546";"Facebook:/<page-id>/posts";"";"Africa Data School is one of the best online platforms that can help you become a Data Scientist. It offers great training on Blockchain, #DataScience, #MachineLearning and #ArtificialIntelligence. February intake is Ongoing. #machinelearning #DataScientists #100DaysOfCode"
"1";"156";"1";"286856161977529_889411445055328";"data";"data.*";"fetched (200)";"2022-03-17 15:02:20.112546";"Facebook:/<page-id>/posts";"";"Impacts of Artificial intelligence. Artificial intelligence makes it possible for machines to learn from experience, adjust to new inputs and perform human-like tasks. Most AI examples that you hear about today - from chess-playing computers to self-driving cars - rely heavily on deep learning and natural language processing.  #artificialintelligence #deeplearning #ai"
"1";"157";"1";"AfricaDataSchool";"offcut";"";"fetched (200)";"2022-03-17 15:02:20.112546";"Facebook:/<page-id>/posts";"";""
"1";"158";"1";"286856161977529_889346798395126";"data";"data.*";"fetched (200)";"2022-03-17 15:02:20.907052";"Facebook:/<page-id>/posts";"";"Python applications in Automation Python is used for automated file management - creating, deleting, renaming, and other file operations. A handful of Python scripts can perform full-blown file management operations automatically or at a scheduled time. Python scripts are used to perform file management operations, either on the same filesystem or remotely."
"1";"159";"1";"286856161977529_888820628447743";"data";"data.*";"fetched (200)";"2022-03-17 15:02:20.907052";"Facebook:/<page-id>/posts";"";"Africa Data School is one of the best online platforms that can help you become a Data Scientist. It offers great training on Blockchain, Data Science, Machine learning and Artificial intelligence. February intake is Ongoing. #machinelearning #datascience #datascientist #training"
"1";"160";"1";"286856161977529_888332961829843";"data";"data.*";"fetched (200)";"2022-03-17 15:02:20.907052";"Facebook:/<page-id>/posts";"";"“A data scientist does model-driven analyses of our data; analyzes to improve our planning, increase our productivity, and develop our deeper levels of subject matter expertise. A data scientist works at the tactical, operational, and strategic levels, sharing insights with the business.” ―Chris Pehura"
"1";"161";"1";"286856161977529_888266648503141";"data";"data.*";"fetched (200)";"2022-03-17 15:02:20.907052";"Facebook:/<page-id>/posts";"";"“There is no bottleneck for data scientists… The bottleneck is very often for companies who don’t have a culture of working with data to actually cut down the process into the right steps.” ―Lutz Finger #datascientist"
"1";"162";"1";"286856161977529_888262591836880";"data";"data.*";"fetched (200)";"2022-03-17 15:02:20.907052";"Facebook:/<page-id>/posts";"";"Data Science in Medicine. With the advent of deep learning technologies in data science, it is now possible to find such microscopic deformities in the scanned images. Through image segmentation, it is possible to search for defects present in the scanned images."
"1";"163";"1";"286856161977529_887690008560805";"data";"data.*";"fetched (200)";"2022-03-17 15:02:20.907052";"Facebook:/<page-id>/posts";"";"Python methods are like a #Python function, but it must be called on an object. And to create it, you must put it inside a class. #coding #100DaysOfCode"
"1";"164";"1";"286856161977529_887279635268509";"data";"data.*";"fetched (200)";"2022-03-17 15:02:20.907052";"Facebook:/<page-id>/posts";"";"Python lambda function"
"1";"165";"1";"286856161977529_887148238614982";"data";"data.*";"fetched (200)";"2022-03-17 15:02:20.907052";"Facebook:/<page-id>/posts";"";"Quantum computing. This is an area of computing that uses quantum bits or qubits. It harnesses the unique ability of subatomic particles that allows them to exist in more than one state. #quantumcomputing"
"1";"166";"1";"286856161977529_886665421996597";"data";"data.*";"fetched (200)";"2022-03-17 15:02:20.907052";"Facebook:/<page-id>/posts";"";"A data analyst collects, cleans, and interprets data sets in order to answer a question or solve a problem. They can work in many industries, including business, finance, criminal justice, science, medicine, and government. January intake is Ongoing. #dataanalytics"
"1";"167";"1";"286856161977529_886661798663626";"data";"data.*";"fetched (200)";"2022-03-17 15:02:20.907052";"Facebook:/<page-id>/posts";"";"Checkout this Meetup with Africa Data school Meetup: https://meetu.ps/e/KDHJR/NWs67/i"
"1";"168";"1";"286856161977529_885574965438976";"data";"data.*";"fetched (200)";"2022-03-17 15:02:20.907052";"Facebook:/<page-id>/posts";"";"Happy New Year! Let’s toast to yesterday’s achievements and tomorrow’s bright future. #HappyNewYear"
"1";"169";"1";"286856161977529_884473552215784";"data";"data.*";"fetched (200)";"2022-03-17 15:02:20.907052";"Facebook:/<page-id>/posts";"";"Data Structures are a way of organizing so that is can be accessed more efficiently depending upon the situation. Data Structures are fundamentals of any programming language around which a program is built #Data"
"1";"170";"1";"286856161977529_884428982220241";"data";"data.*";"fetched (200)";"2022-03-17 15:02:20.907052";"Facebook:/<page-id>/posts";"";"Big data is a field that treats ways to analyze, systematically extract information from, or otherwise deal with data sets that are too large or complex to be dealt with by traditional data-processing application software. #bigdata"
"1";"171";"1";"286856161977529_884038182259321";"data";"data.*";"fetched (200)";"2022-03-17 15:02:20.907052";"Facebook:/<page-id>/posts";"";"Data are individual facts, statistics, or items of information, often numeric. Data are a set of values of qualitative or quantitative variables about one or more persons or objects, while a datum is a single value of a single variable"
"1";"172";"1";"286856161977529_884021108927695";"data";"data.*";"fetched (200)";"2022-03-17 15:02:20.907052";"Facebook:/<page-id>/posts";"";"The data science teams typically build lots of models and then select the one that seems best. To make this selection they need a metric. Given multiple models, they can use this metric to rank them and pick the best one. Leaders need to use business judgment to determine what that metric should be, which is trickier than it sounds."
"1";"173";"1";"286856161977529_883301872332952";"data";"data.*";"fetched (200)";"2022-03-17 15:02:20.907052";"Facebook:/<page-id>/posts";"";"“It is very common to find that the data to support many of the business information needs is simply not available at the levels required, or that it is of such bad quality that it is impossible to use. Resolution of these types of issues often requires fundamental changes to business processes.” — Alison Newell January intake is Ongoing. #datascience #businessanalyst"
"1";"174";"1";"286856161977529_883019275694545";"data";"data.*";"fetched (200)";"2022-03-17 15:02:20.907052";"Facebook:/<page-id>/posts";"";"Checkout this Meetup with Africa Data school Meetup: Join us 5th January for our virtual tour into Africa Data School as we explore Data Science #Python #programming #DataScience #MachineLearning #100DaysOfCode #100DaysOfMLCode"
"1";"175";"1";"286856161977529_883014125695060";"data";"data.*";"fetched (200)";"2022-03-17 15:02:20.907052";"Facebook:/<page-id>/posts";"";"#OnesToWatchOutFor // Changing the Data Science Narrative in Africa. https://nairobigarage.com/how-ads-is-closing-data-science-gap-in-africa/  #datascience"
"1";"176";"1";"286856161977529_883006579029148";"data";"data.*";"fetched (200)";"2022-03-17 15:02:20.907052";"Facebook:/<page-id>/posts";"";"Bitcoin mining is the process of adding transaction records to Bitcoin's public ledger of past transactions or blockchain. This ledger of past transactions is called the block chain as it is a chain of blocks. The block chain serves to confirm transactions to the rest of the network as having taken place #coding #bitcoinnews #bitcoinmining"
"1";"177";"1";"286856161977529_883001852362954";"data";"data.*";"fetched (200)";"2022-03-17 15:02:20.907052";"Facebook:/<page-id>/posts";"";"Data science training.  January intake is Ongoing Enrol today for a career in Data science, Machine learning and Artificial Intelligence. #datasciencecourse"
"1";"178";"1";"286856161977529_882996189030187";"data";"data.*";"fetched (200)";"2022-03-17 15:02:20.907052";"Facebook:/<page-id>/posts";"";"“As data scientists, our job is to extract signal from noise.” — Daniel Tunkelang"
"1";"179";"1";"286856161977529_881987442464395";"data";"data.*";"fetched (200)";"2022-03-17 15:02:20.907052";"Facebook:/<page-id>/posts";"";"“In the end you should only measure and look at the numbers that drive action, meaning that the data tells you what you should do next.” — Alexander Peiniger #datascience"
"1";"180";"1";"286856161977529_881666975829775";"data";"data.*";"fetched (200)";"2022-03-17 15:02:20.907052";"Facebook:/<page-id>/posts";"";"“Our hearts grow tender with childhood memories and love of kindred, and we are better throughout the year for having, in spirit, become a child again at Christmastime.” Happy Holidays. #Christmas #HappyHolidays"
"1";"181";"1";"286856161977529_880693042593835";"data";"data.*";"fetched (200)";"2022-03-17 15:02:20.907052";"Facebook:/<page-id>/posts";"";"“ Debugging is twice as hard as writing the code in the first place. Therefore, if you write the code as cleverly as possible, you are, by definition, not smart enough to debug it.”-  Brian Kernighan"
"1";"182";"1";"286856161977529_880683122594827";"data";"data.*";"fetched (200)";"2022-03-17 15:02:20.907052";"Facebook:/<page-id>/posts";"";"Machine learning is the study of computer algorithms that can improve automatically through experience and by the use of data. It is seen as a part of artificial intelligence. Machine learning algorithms build a model based on sample data, known as training data, in order to make predictions or decisions without being explicitly programmed to do so. #machinelearning #computervision"
"1";"183";"1";"AfricaDataSchool";"offcut";"";"fetched (200)";"2022-03-17 15:02:20.907052";"Facebook:/<page-id>/posts";"";""
"1";"184";"1";"286856161977529_880513772611762";"data";"data.*";"fetched (200)";"2022-03-17 15:02:22.004570";"Facebook:/<page-id>/posts";"";"Data science training.  January intake is Ongoing. #datascience"
"1";"185";"1";"286856161977529_880097039320102";"data";"data.*";"fetched (200)";"2022-03-17 15:02:22.004570";"Facebook:/<page-id>/posts";"";"Harness your decisions by incorporating insights gained from data. Enroll today January Intake is Ongoing. #datasciencecourse #dataanalysis #dataanalyst #datascientist"
"1";"186";"1";"286856161977529_879973645999108";"data";"data.*";"fetched (200)";"2022-03-17 15:02:22.004570";"Facebook:/<page-id>/posts";"";"“A computer is like a violin. You can imagine a novice trying ﬁrst a phonograph and then a violin. The latter, he says, sounds terrible. That is the argument we have heard from our humanists and most of our computer scientists. Computer programs are good, they say, for particular purposes, but they aren’t ﬂexible. Neither is a violin, or a typewriter, until you learn how to use it.” ― Marvin Minsky #coding"
"1";"187";"1";"286856161977529_879970175999455";"data";"data.*";"fetched (200)";"2022-03-17 15:02:22.004570";"Facebook:/<page-id>/posts";"";"“No matter which field of work you want to go in, it is of great importance to learn at least one programming language.” ― Ram Ray #coding"
"1";"188";"1";"286856161977529_879445676051905";"data";"data.*";"fetched (200)";"2022-03-17 15:02:22.004570";"Facebook:/<page-id>/posts";"";"List of python class special methods or magic methods. magic functions allow us to override or add the default functionality of python objects. #python"
"1";"189";"1";"286856161977529_878797279450078";"data";"data.*";"fetched (200)";"2022-03-17 15:02:22.004570";"Facebook:/<page-id>/posts";"";"Business analytics is the process of looking at and assessing the wealth of data your company already has at its disposal and using it to make data-driven decisions. It moves beyond just looking at numbers to see what happened. Instead, business analytics also endeavors to give insight into why things happened and suggests what steps to take next. #businessleaders #Data  #BigData #DataAnalysis"
"1";"190";"1";"286856161977529_878759082787231";"data";"data.*";"fetched (200)";"2022-03-17 15:02:22.004570";"Facebook:/<page-id>/posts";"";"What is CNC programming? CNC programming, or computer numerical control programming, is developing code, or a program of directions, for a computer to operate CNC machines and tools. A CNC programmer studies a paper or digital model of a part and inputs a sequence of instructions on how to make it into a computer. #coding"
"1";"191";"1";"286856161977529_878756002787539";"data";"data.*";"fetched (200)";"2022-03-17 15:02:22.004570";"Facebook:/<page-id>/posts";"";"@startitup_ Clean Data Gives You the Best Machine Learning Model https://link.medium.com/FobVdCxr8lb  #Data #datacleaning #BigData"
"1";"192";"1";"286856161977529_878754236121049";"data";"data.*";"fetched (200)";"2022-03-17 15:02:22.004570";"Facebook:/<page-id>/posts";"";"What is democratizing deep learning? by @JacquesPatricks https://becominghuman.ai/what-is-democratizing-deep-learning-52be437d30be?source=social.tw  #deeplearning #datascience #machinelearning #datascientist"
"1";"193";"1";"286856161977529_878749402788199";"data";"data.*";"fetched (200)";"2022-03-17 15:02:22.004570";"Facebook:/<page-id>/posts";"";"Africa Data School is one of the best online platforms that can help you become a Data Scientist. It offers great training on Blockchain, Data Science, Machine learning and Artificial intelligence. January intake is Ongoing. #machinelearning #datascience #datascientist #training"
"1";"194";"1";"286856161977529_877810352882104";"data";"data.*";"fetched (200)";"2022-03-17 15:02:22.004570";"Facebook:/<page-id>/posts";"";"Machine programming is about automating the development and maintenance of software. You can think of machine learning being a subset of machine programming. Enroll for the January intake for the Machine learning training. #machinelearning"
"1";"195";"1";"286856161977529_877276306268842";"data";"data.*";"fetched (200)";"2022-03-17 15:02:22.004570";"Facebook:/<page-id>/posts";"";"One of the greatest trends in data analytics right now is ensuring data integrity or that data is accurate and ethically sourced. With data integrity and data governance enable both businesses and consumers to trust and act on the data they receive.  #data"
"1";"196";"1";"286856161977529_876634459666360";"data";"data.*";"fetched (200)";"2022-03-17 15:02:22.004570";"Facebook:/<page-id>/posts";"";"Data Science for Business Leaders equips the senior executives with the aptitude to harness data insights to inform business decisions and strategy.The Executives need to possess this critical and evolving knowledge foundation to optimally leverage the information produced for and by their data science teams in delivering business solutions based on analytic insights. #DataScience"
"1";"197";"1";"286856161977529_876534093009730";"data";"data.*";"fetched (200)";"2022-03-17 15:02:22.004570";"Facebook:/<page-id>/posts";"";"How Do We Represent Data For Neural Networks? by @JacquesPatricks https://link.medium.com/dXi9g2iU1lb"
"1";"198";"1";"286856161977529_876529336343539";"data";"data.*";"fetched (200)";"2022-03-17 15:02:22.004570";"Facebook:/<page-id>/posts";"";"Become a Data Scientist Join the most practical data school in Africa. Learn in-demand skills. January intake is Ongoing #training"
"1";"199";"1";"286856161977529_876076636388809";"data";"data.*";"fetched (200)";"2022-03-17 15:02:22.004570";"Facebook:/<page-id>/posts";"";"The Data Scientist. “Being a data scientist is not only about data crunching. It’s about understanding the business challenge, creating some valuable actionable insights to the data, and communicating their findings to the business.” https://link.medium.com/BVHUrmGu0lb"
"1";"200";"1";"286856161977529_876073636389109";"data";"data.*";"fetched (200)";"2022-03-17 15:02:22.004570";"Facebook:/<page-id>/posts";"";"""For me, data science is a mix of three things: quantitative analysis (for the rigor necessary to understand your data), programming (so that you can process your data and act on your insights), and storytelling (to help others understand what the data means).” — Edwin Chen"
"1";"201";"1";"286856161977529_876035429726263";"data";"data.*";"fetched (200)";"2022-03-17 15:02:22.004570";"Facebook:/<page-id>/posts";"";"Is Data Science Worth Learning? https://link.medium.com/xf0RI1mn0lb “We’re entering a new world in which data may be more important than software.” — Tim O’Reilly,"
"1";"202";"1";"286856161977529_875538296442643";"data";"data.*";"fetched (200)";"2022-03-17 15:02:22.004570";"Facebook:/<page-id>/posts";"";"Power BI is a collection of software services, apps, and connectors that work together to turn your unrelated sources of data into coherent, visually immersive, and interactive insights. Your data may be an Excel spreadsheet, or a collection of cloud-based and on-premises hybrid data warehouses."
"1";"203";"1";"286856161977529_875150639814742";"data";"data.*";"fetched (200)";"2022-03-17 15:02:22.004570";"Facebook:/<page-id>/posts";"";"Checkout this Meetup with Africa Data school Meetup: https://meetu.ps/e/KDHJR/NWs67/i Join us January 5th for our virtual open day. Meet the Africa Data School team first hand as we exprole the data."
"1";"204";"1";"286856161977529_875149569814849";"data";"data.*";"fetched (200)";"2022-03-17 15:02:22.004570";"Facebook:/<page-id>/posts";"";"Industry 4.0 is revolutionizing the way companies manufacture, improve and distribute their products. Manufacturers are integrating new technologies, including Internet of Things (IoT), cloud computing and analytics, and AI and machine learning into their production facilities and throughout their operations."
"1";"205";"1";"286856161977529_874383526558120";"data";"data.*";"fetched (200)";"2022-03-17 15:02:22.004570";"Facebook:/<page-id>/posts";"";"Our founders set the foundation of this country. It’s our duty to ensure we follow those dreams. Happy Jamhuri Day brothers and sisters."
"1";"206";"1";"286856161977529_873415413321598";"data";"data.*";"fetched (200)";"2022-03-17 15:02:22.004570";"Facebook:/<page-id>/posts";"";"Big data is a field that treats ways to analyze, systematically extract information from, or otherwise deal with data sets that are too large or complex to be dealt with by traditional data-processing application software. #BigData #100DaysOfCode #100daysofdeeplearning #coding"
"1";"207";"1";"286856161977529_872794666717006";"data";"data.*";"fetched (200)";"2022-03-17 15:02:22.004570";"Facebook:/<page-id>/posts";"";"Deep learning depends on neural networks to evolve on its own. While limited computing powers limited the sizes of neural networks in the past, the more recent neural networks are bigger and more sophisticated, thanks to technological advancements in the area of big data analytics. As such, these neural networks help computers to learn, observe and react according to situations. In some cases, deep learning helps computer react faster than humans to complex situations and solve complex problems with minimum or no human intervention."
"1";"208";"1";"286856161977529_872788960050910";"data";"data.*";"fetched (200)";"2022-03-17 15:02:22.004570";"Facebook:/<page-id>/posts";"";"Deep learning is a part of machine learning, which involves the use of computer algorithms to learn, improve and evolve on its own. Deep learning may be considered similar to machine learning. However, while machine learning works with simple concepts, deep learning uses artificial neural networks, which imitate the way humans learn and think."
"1";"209";"1";"AfricaDataSchool";"offcut";"";"fetched (200)";"2022-03-17 15:02:22.004570";"Facebook:/<page-id>/posts";"";""
"1";"210";"1";"286856161977529_872769613386178";"data";"data.*";"fetched (200)";"2022-03-17 15:02:22.524271";"Facebook:/<page-id>/posts";"";"“‘An editorial approach to visualisation design requires us to take responsibility to filter out the noise from the signals, identifying the most valuable, most striking or most relevant dimensions of the subject matter in question.’ — Andy Kirk” @AfricaDataSch https://link.medium.com/e8wfnOKjQlb"
"1";"211";"1";"286856161977529_872412716755201";"data";"data.*";"fetched (200)";"2022-03-17 15:02:22.524271";"Facebook:/<page-id>/posts";"";"Data Analyst, collects and analyses data to identify trends and provide clients or management with valuable information that they can use to improve operational and businesses practices. January intake is Ongoing"
"1";"212";"1";"286856161977529_871885076807965";"data";"data.*";"fetched (200)";"2022-03-17 15:02:22.524271";"Facebook:/<page-id>/posts";"";"Deep learning libraries and toolkits are available today that help developers ease out this complex process as well as push the boundaries of what they can accomplish. #Deeplearning"
"1";"213";"1";"286856161977529_871192860210520";"data";"data.*";"fetched (200)";"2022-03-17 15:02:22.524271";"Facebook:/<page-id>/posts";"";"“Unlike oil, Big Data’s reserves are growing exponentially every year.” ― Khang Kijarro Nguyen #BigData #Data #technology"
"1";"214";"1";"286856161977529_871177663545373";"data";"data.*";"fetched (200)";"2022-03-17 15:02:22.524271";"Facebook:/<page-id>/posts";"";"AI in healthcare and medicine means using data more effectively through machine learning algorithms to produce positive patient outcomes. With the huge amount of data created through IoT-enabled devices, the electronic medical record (EMR), and ever-expanding quantities of genetic data has made possible a large number of applications of artificial intelligence in healthcare."
"1";"215";"1";"286856161977529_871158076880665";"data";"data.*";"fetched (200)";"2022-03-17 15:02:22.524271";"Facebook:/<page-id>/posts";"";"Data chart is a visual presentation of data. A chart can convey what is usually a table with rows of numbers in a picture. This allows the viewer to quickly grasp comparisons and trends more easily than looking at the raw data. #Data #datacharts"
"1";"216";"1";"286856161977529_871142330215573";"data";"data.*";"fetched (200)";"2022-03-17 15:02:22.524271";"Facebook:/<page-id>/posts";"";"Africa Data School is one of the best online platforms that can help you become a Data Scientist. It offers great training on Blockchain, Data Science, Machine learning and Artificial intelligence. January intake is Ongoing. #machinelearning #datascience #datascientist #training"
"1";"217";"1";"286856161977529_869498380379968";"data";"data.*";"fetched (200)";"2022-03-17 15:02:22.524271";"Facebook:/<page-id>/posts";"";"A blockchain is a growing list of records, called blocks, that are linked together using cryptography. Each block contains a cryptographic hash of the previous block, a timestamp, and transaction data. The timestamp proves that the transaction data existed when the block was published in order to get into its hash. #blockchain"
"1";"218";"1";"286856161977529_869480580381748";"data";"data.*";"fetched (200)";"2022-03-17 15:02:22.524271";"Facebook:/<page-id>/posts";"";"The data analyst serves as a gatekeeper for an organization's data so stakeholders can understand data and use it to make strategic business decisions. Data scientists work closely with business stakeholders to understand their goals and determine how data can be used to achieve those goals. They design data modeling processes, create algorithms and predictive models to extract the data the business needs, and help analyze the data and share insights. #datascience  #dataanalyst"
"1";"219";"1";"286856161977529_869464647050008";"data";"data.*";"fetched (200)";"2022-03-17 15:02:22.524271";"Facebook:/<page-id>/posts";"";"Insanity: doing the same thing over and over again and expecting different results.  Albert Einstein #machinelearningcourse #BigData"
"1";"220";"1";"286856161977529_869458000384006";"data";"data.*";"fetched (200)";"2022-03-17 15:02:22.524271";"Facebook:/<page-id>/posts";"";"Convolutional neural networks are neural networks used primarily to classify images, cluster images by similarity, and perform object recognition within scenes. For example, convolutional neural networks (ConvNets or CNNs) are used to identify faces, individuals, street signs, tumors, platypuses and many other aspects of visual data. #datascience #convolutionneuralnetwork #neuralnetwork"
"1";"221";"1";"286856161977529_869005357095937";"data";"data.*";"fetched (200)";"2022-03-17 15:02:22.524271";"Facebook:/<page-id>/posts";"";"Big data analytics examines large amounts of data to uncover hidden patterns, correlations and other insights. it's possible to analyze your data and get answers from it. #dataanalytics #BigData"
"1";"222";"1";"286856161977529_869001447096328";"data";"data.*";"fetched (200)";"2022-03-17 15:02:22.524271";"Facebook:/<page-id>/posts";"";"Big Data analytics is the process of collecting, organizing, and analyzing a large amount of data to uncover hidden patterns, correlations, and other meaningful insights. It helps an organization to understand the information contained in their data and use it to provide new opportunities to improve their business. #dataanalytics #datascience #Data"
"1";"223";"1";"286856161977529_868892260440580";"data";"data.*";"fetched (200)";"2022-03-17 15:02:22.524271";"Facebook:/<page-id>/posts";"";"Machine learning algorithms. #machinelearning #data"
